brand,customer_tweet_id,customer_author_id,customer_text,customer_created_at,support_tweet_id,support_text,support_created_at,candidate_intent,gold_intent,expected_action,label_notes,suggested_gold_intent,suggested_expected_action,human_verified,human_notes
VerizonSupport,1349059,434611,@115990 Awful Service. Ruined Holiday. Customer Service Horrific. Watch Your Bank Account NEVER pay Verizon on Autopay.,Sat Nov 25 20:47:30 +0000 2017,1349057,@434611 Yikes! Was that with your home or cell services? ^RMD,Sat Nov 25 20:49:42 +0000 2017,billing_payment,,,,billing_payment,human_escalation,,
VerizonSupport,2370239,683963,@VerizonSupport my husband received a “bill” in the mail for a Verizon wireless account that he does not have. is there any way for you to check if this is legitimate or a scam letter?,Mon Nov 13 23:44:16 +0000 2017,2370237,"@683963 Thank you for reaching out to us. We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. They will be in touch. 
^HSB",Mon Nov 13 23:52:29 +0000 2017,billing_payment,,,,billing_payment,human_escalation,,
VerizonSupport,1237404,410260,Having to leave @115722 for @115900 is the worst part of moving to #Baltimore.,Thu Oct 26 01:56:30 +0000 2017,1237403,@410260 It is hard for us as well. If you are ever in an area that has us available keep us in mind. https://t.co/6PPTTGMheY ^JRA,Thu Oct 26 02:01:44 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,929430,340517,@comcastcares not very helpful in resolving any of my pain points. Looks like I will be going to @115725 for internet/cable! I tried 🤷🏽‍♀️,Sat Oct 21 11:13:13 +0000 2017,929429,"@340517 We would be more than happy to have you join us. Click on the following link for available deals. https://t.co/QA8hF0HziF
^TXA",Sat Oct 21 11:19:27 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,2352667,679875,@VerizonSupport No clue....I’m connected to the 5G option,Fri Dec 01 13:42:45 +0000 2017,2352669,"@679875 Factory reset your router, press and hold the reset button on back for 10 seconds.  https://t.co/x78Cx5Ivwx
^ADP",Fri Dec 01 13:44:25 +0000 2017,general_support,,,,internet_connectivity,auto_handle,,
VerizonSupport,1075585,373779,@11603  the login verification is not working! # @115725,Fri Oct 13 14:42:58 +0000 2017,1075584,"@373779 We would love to help. Have you verified you are able to log into the Verizon Website?
^TXA",Fri Oct 13 14:45:28 +0000 2017,account_authentication,,,,account_authentication,human_escalation,,
VerizonSupport,1106290,381085,So glad my cable decides not to work right before kickoff. @115722 go fuck yourself.,Tue Oct 24 00:15:36 +0000 2017,1106289,@381085 Let's fix this! What do you see on your screen? ^DDD,Tue Oct 24 00:17:36 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,544770,246586,@VerizonSupport still not working,Sat Dec 02 17:27:24 +0000 2017,544772,"@246586 Are your other services affected?
^ACM",Sat Dec 02 17:33:24 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,2200321,643510,@VerizonSupport I am tired of dying every single game of Fortnite because of stupid ass lag,Fri Nov 10 14:33:05 +0000 2017,2200323,"@643510 We understand the frustration. Can you test your speeds at https://t.co/DN3OQWzpgc?
^TXA",Fri Nov 10 14:42:00 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,1619758,168850,".@115725 .@VerizonSupport service sucks anywhere near the border. Works great roaming, but phone wont STAY roaming. #iphonepaperweight https://t.co/buM4146Sn5",Sun Nov 05 16:19:24 +0000 2017,1619756,"@168850 Let me partner you with our Verizon Wireless team @115990.  
^CAR",Sun Nov 05 16:21:30 +0000 2017,order_equipment,,,,order_equipment,human_escalation,,
VerizonSupport,2816116,785070,Yo @115722 What's Happening With The Net Fam? My service is down.,Mon Nov 27 02:48:28 +0000 2017,2816115,@785070 Let's take a look. Issue with your home or cell service? ^RMD,Mon Nov 27 02:50:33 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,302852,188276,"@VerizonSupport can you help with business accounts? specifically, online account services. thank you.",Fri Oct 06 21:42:55 +0000 2017,302850,"@188276 Unfortunately, we only handle tech support concerns here. 
^ADP",Fri Oct 06 21:50:00 +0000 2017,account_authentication,,,,general_support,auto_handle,,
VerizonSupport,2711208,374995,"Thanks @115725 @115722 for getting back to
@117310 again.Very Grateful!!! Thanks!!!!!!",Mon Nov 20 02:25:19 +0000 2017,2711207,@374995 You are most welcome and we appreciate your patience in the matter. If you ever need support we will be here for you 24x7.  ^JRA,Mon Nov 20 02:27:50 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,410316,212876,@VerizonSupport Because all the history should have been recorded on your imaginary “this shall be recorded for quality assurance purposes” mailbox,Mon Oct 09 23:37:25 +0000 2017,410318,"@212876 I understand you are upset, as we can't even see your account since we have no info, please tell us what had you calling in. ^RMD",Mon Oct 09 23:39:50 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,2081462,615542,"@VerizonSupport 

I need to open a new business account. I tried calling customer service but it said they're closed. Please help",Mon Oct 09 23:34:13 +0000 2017,2081461,"@615542 Good evening, we would need to speak with the business office specifically which is currently closed. They will re-open tomorrow at 830.^RMD",Mon Oct 09 23:37:52 +0000 2017,account_authentication,,,,general_support,auto_handle,,
VerizonSupport,2228499,191401,"I was told by @115725 staff in store I had to call a number to get my new account done

HOW WHEN MY SERVICE WAS SUSPENDED",Thu Oct 19 16:10:59 +0000 2017,2228498,"@191401 Let’s get you over to our partner’s @115990 and they will assist you with your wireless concerns.
^TDC",Thu Oct 19 16:13:54 +0000 2017,account_authentication,,,,general_support,auto_handle,,
VerizonSupport,1483338,464451,@VerizonSupport I set up automatic billing. Then you sent me an email saying I owe you money.,Sat Oct 28 21:41:13 +0000 2017,1483340,"@464451 When did you set up the automatic payments? It can take up to 30days to take into effect.
^ADP",Sat Oct 28 21:43:00 +0000 2017,billing_payment,,,,billing_payment,human_escalation,,
VerizonSupport,2408076,168143,@VerizonSupport Can you provide an updated estimated delivery date for Order 75789?  Your site doesn't seem to list a delivery date.,Tue Nov 14 15:44:38 +0000 2017,2408075,"@168143 Sure thing, Adam.  Is this for your cellular or residential service? ^BCW",Tue Nov 14 15:47:28 +0000 2017,order_equipment,,,,order_equipment,human_escalation,,
VerizonSupport,548899,247760,@115722 is there an outage in NYC? I’ve already tried rebooting my box and am waiting on hold to speak to someone,Sat Dec 02 17:03:28 +0000 2017,548897,"@247760 Sorry for the inconvenience, there is currently an outage going on in the NY area affecting the TV channels.  We are aware of this and have techs working the issue as we speak.  There is no ETA at this time. Ticket # VAEQ097052
^ACM",Sat Dec 02 18:17:25 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,1255287,414339,@115722 @115722 hello!?! Very upset that I️ lost paybyeatersy because you sent bad network extender and took 4 hours to install. Tech was GR8!!,Tue Nov 07 17:10:18 +0000 2017,1255285,"@414339 The network extender is not working for you? Is the wireless devices picking up the network extender?
^ADP",Tue Nov 07 17:16:00 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,2100396,620320,"@116136 Fios-4 years-0 outages Comcast-6 days-3 outages, not a good situation when you work from home",Wed Nov 08 07:14:42 +0000 2017,2100395,@620320 Come on back. What is keeping you from us? ^JRA,Wed Nov 08 07:16:29 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,1407918,447257,@VerizonSupport Your reps have no idea what they are doing. I called to ask a few questions and they changed my plan to a more expensive one,Wed Nov 01 22:18:47 +0000 2017,1407917,"@447257 Please follow and DM us. 
^ACM",Wed Nov 01 22:22:26 +0000 2017,plan_upgrade,,,,plan_upgrade,human_escalation,,
VerizonSupport,1613522,494991,@VerizonSupport Almost a week now. Service still NOT restored. Ticket status updates are UNRELIABLE. Apparently an outage affecting 10+ customers in building. But you can't seem to provide a RELIABLE timeframe on when it will be fixed. Totally unacceptable. What am I paying for? #badservice,Tue Nov 28 00:34:14 +0000 2017,1613523,@494991 We'd like to track this issue for you. Please follow and DM us at your convenience. ^DDD,Tue Nov 28 00:40:53 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,391956,208808,@VerizonSupport I’m unable to connect to the internet. Did all the troubleshooting steps in the app. Rebooted router. Now red globe.,Mon Oct 09 16:18:09 +0000 2017,391955,@208808 Can you locate the battery backup unit for our services?  We want to see what lights are lit on that device. ^BCW,Mon Oct 09 16:20:52 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,2534698,722880,"@721178 @115725 Verizon customer service is pretty good in my experience, anything they can't fix over the phone they send a technician right away.",Thu Nov 16 12:11:20 +0000 2017,2542636,"@722880 Thanks. 
^TXA",Thu Nov 16 12:14:28 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,2027204,599472,@115722 Concerned customer here: is the Fios Quantum Gateway router vulnerable to KRACK? Are firmware updates available? Thx!,Wed Oct 18 21:23:10 +0000 2017,2027203,"@599472 Please send us a DM for more information regarding this topic. 
^HSB",Wed Oct 18 21:27:01 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,1299250,423656,@VerizonSupport why did you add services to my account that I did not sign up for? #fraud,Thu Oct 26 23:02:29 +0000 2017,1299249,@423656 Our apologies. We would like to investigate. Please send us a DM so we can get started. ^JRA,Thu Oct 26 23:07:32 +0000 2017,account_authentication,,,,general_support,auto_handle,,
VerizonSupport,277729,182335,"@14042 Give malliotakis a chance,u supporter of criminal-lover,quality-of-life-destroyer Deblasio!Shame on u!😡 Fios is looking good now!",Fri Oct 06 07:53:36 +0000 2017,277728,"@182335 We would be happy to have you join us. Check out available deals at the following link.  https://t.co/2nBLUzIhJH
^TXA",Fri Oct 06 07:56:24 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,1300414,423935,"@115725 How nany god damn times do I need to call you out on this throttling bullshit! I pay for 50Mbps, I want 50Mbps #NetNeutraility https://t.co/8g3iE2sg6j",Thu Oct 26 23:39:37 +0000 2017,1300413,@423935 We'd like to work on your speed issue. Please follow and DM us at your convenience. ^DDD,Thu Oct 26 23:41:33 +0000 2017,unknown,,,,general_support,auto_handle,,
VerizonSupport,765926,303047,@VerizonSupport Seriously? Another outage? What's the reason for all these outages?,Wed Oct 11 21:57:56 +0000 2017,765925,"@303047 Were you advised that there is an outage? Are all of your services currently down?
^HSB",Wed Oct 11 22:01:27 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,1639980,501408,@VerizonSupport The follow up went so poorly that I cancelled. So I cancelled Fri AM a few hours after ordering.,Mon Nov 06 00:09:38 +0000 2017,1639990,@501408 We are adding @115990 so the correct group hears about this. ^RMD,Mon Nov 06 00:12:26 +0000 2017,order_equipment,,,,order_equipment,human_escalation,,
VerizonSupport,747124,298610,"@VerizonSupport Nevermind the router and cable needed an update, but it would be nice to get a notification when one is needed. But thank you for the help 👌",Wed Oct 11 17:14:29 +0000 2017,747125,@298610 No worries at all.  Most updates are pushed out overnight so that they won't interfere with daily tasks. ^BCW,Wed Oct 11 17:16:41 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,411704,213217,@115722 any network problems? I get an error that my account info can’t be verified due to a network issue,Tue Oct 10 00:16:07 +0000 2017,411702,"@213217 Are you getting that error message when attempting to sign in to our app?
^TNT",Tue Oct 10 00:18:00 +0000 2017,account_authentication,,,,general_support,auto_handle,,
VerizonSupport,2187329,640541,@VerizonSupport i feel i am not going to like the response your phone rep is going to give me. better to not opt anyone in to renewals if it will cost them money to get out. better let them renew when they become aware they are no longer part of a plan.,Thu Nov 09 17:26:42 +0000 2017,2187327,"@640541 What's going on?  Are you having an issue with trying to renewal your account?  We can address your issues here.  
^CAR",Thu Nov 09 17:29:29 +0000 2017,plan_upgrade,,,,billing_payment,human_escalation,,
VerizonSupport,1330854,430479,"@VerizonSupport Held alarm button 25sec, rebooted router, power at plug is on.  Still nothing.",Sat Oct 28 21:30:35 +0000 2017,1330857,@430479 Please follow and DM us. ^RMD,Sat Oct 28 21:33:31 +0000 2017,internet_connectivity,,,,internet_connectivity,auto_handle,,
VerizonSupport,2577923,323660,@VerizonSupport Do I need a new password,Thu Nov 16 21:42:08 +0000 2017,2577922,@323660 New password meaning new wifi password? ^DDG,Thu Nov 16 21:47:00 +0000 2017,account_authentication,,,,account_authentication,human_escalation,,
VerizonSupport,315817,191403,@VerizonSupport yes. i need my account scrubbed.,Thu Oct 19 15:51:38 +0000 2017,315818,"@191403 Please follow and DM us. 
^ACM",Thu Oct 19 15:56:31 +0000 2017,account_authentication,,,,general_support,auto_handle,,
VerizonSupport,520957,240282,@240283 @VerizonSupport Well if it ever activates I’d be able to tell you,Sat Dec 02 03:13:07 +0000 2017,520955,"@240282 Let us get this over to our wireless counterparts for all your mobile concerns @115990.
^NHP",Sat Dec 02 03:16:27 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,1112164,128838,"@382476 @115722 Kinda like @247 
They have a “flex” pack but it’s really just a smaller package of channels, many of which I wouldn’t ever watch.",Sun Oct 15 10:47:51 +0000 2017,1112162,"@128838 Hello. We also have Custom TV, which gives you more of the channels you only watch. 
^TXA",Sun Oct 15 10:50:00 +0000 2017,order_equipment,,,,order_equipment,human_escalation,,
VerizonSupport,1823713,547445,@VerizonSupport My internet is out in NY. There is an outage ticket NYES091823 on my account. Do you really expect to fix it tomorrow night?,Mon Oct 16 05:32:37 +0000 2017,1823712,"@547445 Good evening, if there's an outage ticket on your account, we are working on it. The time listed is the expected time of repair. ^RMD",Mon Oct 16 05:36:53 +0000 2017,service_outage,,,,service_outage,auto_handle,,
VerizonSupport,2208984,645743,@VerizonSupport one of your customers signed up for a Verizon account using my email address (hopefully by mistake). How can I get my email address removed from your database so I stop getting low data emails for an account I don't have?,Fri Nov 10 03:37:36 +0000 2017,2208983,@645743 Thanks for the tweet! We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. ^DDD,Fri Nov 10 03:42:26 +0000 2017,account_authentication,,,,general_support,auto_handle,,
VerizonSupport,2758444,771590,Yo @VerizonSupport any switcher promos coming up? I have 5 lines ready to leave @sprintcare,Tue Nov 21 03:34:50 +0000 2017,2758443,"@771590 We may have some. We'll refer this to our wireless colleagues @115990 since we handle Fios and DSL accounts. They will be in touch! 
^HSB",Tue Nov 21 03:37:00 +0000 2017,general_support,,,,general_support,auto_handle,,
VerizonSupport,759255,301423,@VerizonSupport You guys screwing with my billing,Wed Oct 11 19:52:55 +0000 2017,759257,@301423 We can get that fixed! Please follow and DM so we can gather more info. ^DDG,Wed Oct 11 19:58:51 +0000 2017,billing_payment,,,,billing_payment,human_escalation,,
